ORDEN_PLANEADO;EXCLUIR_CUENTA_UNICA;EPICA;SDATOOL;FEATURE;DELIVERABLE;LINKJIRA;NOMBRE_PROYECTO;DOMINIO;PROGRAMA;SPRINT_(VP);TIER;PLAN(Portafolio);TAG_(MP);TECNOLOGÍA;COMPLEJIDAD;GREMIO_(DIRECCIÓNSYSTEM);DIRECCIÓN_SYSTEM_(4);PORTAFOLIO_PLAN_ASCENSO;PLAN_MERCURIO;PLAN_AREA_REVIEW;COMITÉ_(VP);DIRECCIÓN_DE_INGENIERIA;TIPOS_De_MANTENIMIENTO;CATEGORIADELPROYECTO;TIPO(EMC-OTROS);EMCCOMPROMETIDO;FECHAREPLANIFICACIÓN;FECHAREPLANIFICACIÓN2;FECHAREPLANIFICACIÓN3;MOTIVOREPLANIFICACIÓN;TIPODEMETODOLOGÍA;PROGRAMINCREMENT;TYPEOFDELIVERY;SERVICEOWNER;LIDERTECNICO;PROGRAMMANAGER;PO-OWNER;TECHMANAGER;ARQUITECTURA;CORPORATESECURITY;TDM;TALENTOBBVA;TALENTOEXTERNO;RATIOSTAFFING;"PRESUPUESTO
(PRESUPUESTADO)(Capex)";"PRESUPUESTO
(COMPROMETIDO)
(Capex)";PRESUPUESTOREALIZADO(Capex);PRESUPUESTODISPONIBLE;PAYBACK;VALORDERETORNO;COMENTARIOSEGUIMIENTO;CREACIONCOMENTARIO;ACTUALIZACIÓNCOMENTARIO;AVANCEREAL;AVANCETEORICO;DESVIACIÓN;ESTADO;INDICADOR
250;PLANEADO;E2E-137622;38577;COLWSCUENT-220;;https://globaldevtools.bbva.com/jira/browse/COLWSCUENT-220;Cuentas Maestras Pagadoras - Mejoras operaciones crédito (CyA);Client Solutions;5.Productos_CORE;;Tier 2;;;Sin Dato;Alta;Enterprise System;;;;;;1.Systems_Engineering;2.Proyecto;;3.Otros;;;;;;Unknown;2022-Q2;Customer Delivery;sebastian.martinez.jaramillo;william.vargas;;Nelson Ruiz;;;;;;;;;;;;;;"gas, buenas tardes

Estamos atentos al avance de la solución derivada de la cancelación presentada en la instalación del 7 de abril, entiendo que está en calidad para pruebas y se requiere para las validaciones posteriores de la funcionalidad en producción, junto con Producto y el equipo de Cuentas.

Quedo atento ";28/04/2022;28/04/2022;;;;Deployed;1. A Tiempo
252;PLANEADO;E2E-137622;38577;COLWSCUENT-221;;https://globaldevtools.bbva.com/jira/browse/COLWSCUENT-221;Cuentas Maestras Pagadoras - Mejoras operaciones crédito (Cuentas Personales);Client Solutions;5.Productos_CORE;;Tier 1;;;Sin Dato;Sin dato;Banking Applications System;;;;;;1.Systems_Engineering;2.Proyecto;;3.Otros;;;;;;Unknown;2022-Q2;Customer Delivery;sebastian.martinez.jaramillo;juanantonio.ramirez.buitrago;;Nelson Ruiz;;;;;;;;;;;;;; Tema en postproducción y la espera que CyA despliegue la parte de SW a cargo de ellos.;29/04/2022;29/04/2022;;;;Test;1. A Tiempo
254;PLANEADO;E2E-134484;38432;COLWSCUENT-234;;https://globaldevtools.bbva.com/jira/browse/COLWSCUENT-234;Cuentas Maestras ICBF: Ajustes Fase 3 - Desarrollos Net Cash;Client Solutions;2.Pymes/Empresas;;Tier 1;;;Sin Dato;Sin dato;Enterprise System;;;;;;1.Systems_Engineering;2.Proyecto;1.Software_Aplicativo;1.EMC;2022-3Q;;;;;Unknown;2022-3Q;Customer Delivery;sebastian.martinez.jaramillo;hernan.riveros;;alirio.bermudez;;;;;;;;;;;;;;"
Fecha Planeada Instalación Producción: Mayo 27 - 2022
Fecha Planeada Inicio Certificaciòn Abr 4 - 2022
Avance teórico del 44,57%.
Avance real 42.42% 
En desarrollos sin alertas";24/03/2022;27/04/2022;;;;In Progress;1. A Tiempo
256;PLANEADO;E2E-134484;38432;COLWSCUENT-235;;https://globaldevtools.bbva.com/jira/browse/COLWSCUENT-235;Cuentas Maestras ICBF Ajustes Fase 3 - Desarrollos Cuentas Maestras;Client Solutions;5.Productos_CORE;;Tier 1;;;Sin Dato;Sin dato;Banking Applications System;;;;;;1.Systems_Engineering;2.Proyecto;;3.Otros;;;;;;Unknown;2022-Q2;Customer Delivery;sebastian.martinez.jaramillo;juanantonio.ramirez.buitrago;;Nelson Ruiz;;;;;;;;;;;;;; Tema productivo y en etapa de post-producción.;21/04/2022;29/04/2022;;;;Ready to Deploy;1. A Tiempo
258;PLANEADO;E2E-140622;38693;COLWSCUENT-268;;https://globaldevtools.bbva.com/jira/browse/COLWSCUENT-268;Optimización oferta D+0 y ADN en cuenta online;Client Solutions;1.Ventas_Digitales;;Tier 3;;;Sin Dato;Sin dato;Retail System;;;;;;1.Systems_Engineering;2.Proyecto;;3.Otros;;;;;;Unknown;2022-Q3;Customer Delivery;camilo.aguirre;leidypolet.rojas;;angie.castaneda;;;;;;;;;;;;;;"Se revisa plan de trabajo, en ajuste con equipo d enegocio para optimizar fase de pruebas
10/03/2022 Se avanza con desarrollo del equipo base de banco los compromisos priorizados, tagging pendiente de valoración por parte de VT.
3/03/2022 Se establece el plan de trabajo, pendiente fechas a nivel de arquitectura y UX";24/03/2022;26/04/2022;;;;Analysing;1. A Tiempo
260;PLANEADO;E2E-134358;38419;COLWSCUENT-280;;https://globaldevtools.bbva.com/jira/browse/COLWSCUENT-280;Contratación cuenta en línea en Glomo;Client Solutions;1.Ventas_Digitales;;Tier 3;;;Sin Dato;Sin dato;Retail System;;;;;;1.Systems_Engineering;2.Proyecto;;3.Otros;;;;;;Unknown;2022-Q3;Customer Delivery;camilo.aguirre;Camilo Andres Aguirre Olmos;;ivonneedith.cortes;;;;;;;;;;;;;;" Se recibe el 16 de Marzo concepto de cumplimiento. 
 Se recibe concepto jiridico el 14 de Marzo.
10/03/2022: Arquitectura informa nueva fecha de entrega del MSA para el 15 de Marzo.
03/03/2022: No se ha entregado aún el MSA, lo que genera retrasos en el diseño e implementación del proyecto.
24/02/2022: Continua pendiente documento MSA por parte de A&amp;DG, lo cual limita realizar la planificación del proyecto, Igualmente el equipo ya esta realizando el entendimiento del proyecto y sesiones con";24/03/2022;25/03/2022;;;;New;Estado New
262;PLANEADO;E2E-117346;37111;COLWSCUENT-295;;https://globaldevtools.bbva.com/jira/browse/COLWSCUENT-295;Cuenta Maestra ADRES Fase 2 HU 3 - Extractos;Client Solutions;5.Productos_CORE;;Tier 1;17.Otros;;Ether;Baja;Banking Applications System;;;;;;1.Systems_Engineering;2.Proyecto;;3.Otros;;;;;;Unknown;2022-Q1;Customer Delivery;william.vargas;juanantonio.ramirez.buitrago;;Nelson Ruiz;;;;;;;;;;;;;; Tema desplegado en prod pero no ha sido posible iniciar prueba piloto dado que ADRES maneja plataforma que no es compatible con Sterling. Pendiente reunión con Seguridad, Arquitectura e Infraestructura para validar el alcance de esto último.;29/04/2022;29/04/2022;;;;Test;1. A Tiempo
264;PLANEADO;E2E-117346;37111;COLWSCUENT-296;;https://globaldevtools.bbva.com/jira/browse/COLWSCUENT-296;Cuenta Maestra ADRES Fase 2 HU 2 - Desarrollos reportería ;Client Solutions;5.Productos_CORE;;Tier 1;17.Otros;;Ether;Baja;Banking Applications System;;;;;;1.Systems_Engineering;2.Proyecto;;3.Otros;;;;;;Unknown;2022-Q1;Customer Delivery;william.vargas;juanantonio.ramirez.buitrago;;Nelson Ruiz;;;;;;;;1Q;SYSTEMS;$ 6.997.267;$ 0;;; Continua etapa de postproducción. Pendiente configuración de transmisiones para el SFTP de ADRES, esta pendiente reunión del equipo de Trasmisiones banco con ADRES e IBM.;21/04/2022;21/04/2022;;;;Ready to Deploy;1. A Tiempo
266;PLANEADO;E2E-138990;38620;COLWSCUENT-299;;https://globaldevtools.bbva.com/jira/browse/COLWSCUENT-299;SDA 38620 Generación informe cobro de comisiones en ATMs;Client Solutions;5.Productos_CORE;Otros;Tier 1;17.Otros;1.Normativo;;;;;;;;;;5.Otros;7.Otros;1.EMC;2022-Q3;;;;;Unknown;2022-Q3;Customer Delivery;carlos.barreto;hugo.mongua;;hugo.mongua;;;;;;;;;;;;;;rio;;17/03/2022;;;;New;Estado New
268;PLANEADO;E2E-51791;33065;COLWSCUENT-312;;https://globaldevtools.bbva.com/jira/browse/COLWSCUENT-312;incremento remesas (Actualizaciòn Infraestructura - pago por ventanilla);CIB;5.Productos_CORE;;Tier 2;4.Cross_Sell;;;;Banking Applications System;;;;;CIB;1.Systems_Engineering;2.Proyecto;;1.EMC;2022-Q2;28/03/2022;;;Construcción;Unknown;2022-Q2;Customer Delivery;john.ardila;sebastian.martinez.jaramillo;;ximena.barrera;;;;;;;;;;;;;;"
	Flujo de pago en ventanilla: En validación con arquitectura e infraestructura el tema de la implementación del data power para la conexión con el tercero, en validación de proyectos similares.

";29/04/2022;29/04/2022;;;;In Progress;1. A Tiempo
270;PLANEADO;E2E-142852;38756;COLWSCUENT-317;;https://globaldevtools.bbva.com/jira/browse/COLWSCUENT-317;Cuenta en línea - Ajustes Monitor;Client Solutions;1.Ventas_Digitales;;Tier 3;;;;;Banking Applications System;;;;;;1.Systems_Engineering;2.Proyecto;;3.Otros;;;;;;Unknown;2022-Q2;Customer Delivery;sebastian.martinez.jaramillo;sebastian.martinez.jaramillo;;diegoandres.rodriguez;;;;;;;;;;;;;;"
	Tema en pruebas de certificación.

";29/04/2022;29/04/2022;;;;In Progress;1. A Tiempo
272;PLANEADO;E2E-60593;33957;COLWSCUENT-318;;https://globaldevtools.bbva.com/jira/browse/COLWSCUENT-318;Funcionalidad a través de la cual, los NO clientes puedan contratar fondos de inversión a través de la página WEB y los recursos lleguen de otras entidades a nuestros Fondos.;Client Solutions;1.Ventas_Digitales;;Tier 1;;;;;Subsidiary-Corp.Functions-Riesgos-CIB;;;;;;4.System_Fiduciaria;2.Proyecto;;3.Otros;;;;;;Unknown;2022-Q2;Customer Delivery;;juan.orozco;;Anibal Blanco;;;;;;;;;;;;;;rio;;29/03/2022;;;;Test;1. A Tiempo
274;PLANEADO;E2E-117332;37109;COLWSCUENT-319;;https://globaldevtools.bbva.com/jira/browse/COLWSCUENT-319;Habilitar la contratación de un nuevo fondo en Altamira para ampliar oferta de valor y alternativas de producto para nuestros clientes/nuevas fuentes de ingreso. En movil ;Client Solutions;1.Ventas_Digitales;;Tier 1;;;Sin Dato;Sin dato;Subsidiary-Corp.Functions-Riesgos-CIB;;;;;;4.System_Fiduciaria;2.Proyecto;;3.Otros;;;;;;Unknown;2022-Q2;Customer Delivery;juan.orozco;juan.orozco;;Anibal Blanco;;;;;;;;;;;;;;rio;;30/03/2022;;;;Test;1. A Tiempo
276;PLANEADO;E2E-107237;37080;COLWSCUENT-326;;https://globaldevtools.bbva.com/jira/browse/COLWSCUENT-326;CIERRE DE CUENTA ONLINE EN OFICINA II Entregable II;Client Solutions;7.Otros;;Tier 2;9.Open_Market+Partnerships;;Sin Dato;Alta;Banking Applications System;;;;;;1.Systems_Engineering;2.Proyecto;7.Otros;1.EMC;2022-Q1;;;;Construcción;Unknown;2022-Q1;Customer Delivery;sebastian.martinez.jaramillo;juanantonio.ramirez.buitrago;;ivonneedith.cortes;;;;;;;;;;;;;; En soporte de post-producción ;21/04/2022;21/04/2022;;;;Deployed;2. Atrasado
278;PLANEADO;E2E-107237;37080;COLWSCUENT-327;;https://globaldevtools.bbva.com/jira/browse/COLWSCUENT-327;CIERRE DE CUENTA ONLINE EN OFICINA II Entregable III;Client Solutions;7.Otros;Vinculación_&_Empleados;Tier 2;9.Open_Market+Partnerships;;;;Banking Applications System;;;;;;1.Systems_Engineering;2.Proyecto;7.Otros;3.Otros;;;;;;Unknown;2022-Q2;Customer Delivery;sebastian.martinez.jaramillo;juanantonio.ramirez.buitrago;;ivonneedith.cortes;;;;;;;;;;;;;; Se tiene proyectado desplegar en release adhoc para el 5 de mayo. Quedaría pendiente la HU de tagging paso 17 ya que no se ha logrado evidenciar la falla.;29/04/2022;29/04/2022;;;;Test;1. A Tiempo
280;PLANEADO;E2E-57566;33649;COLWSCUENT-333;;https://globaldevtools.bbva.com/jira/browse/COLWSCUENT-333;ALTA MASIVA DE CUENTAS Cierre de Alta de Cuenta y Formalización en Móvil Fase III;Client Solutions;1.Ventas_Digitales;Vinculación_&_Empleados;Tier 1;;;Sin Dato;Sin dato;Banking Applications System;;;;;;1.Systems_Engineering;2.Proyecto;;3.Otros;;;;;Construcción;Unknown;2021-Q4;Customer Delivery;carlos.barreto;sebastian.martinez.jaramillo;;diegoandres.rodriguez;;;;;;;;;;;;;; Se busca apoyo de experto en CONTROL- M distribuido para realizar ajuste indicado por CCR México. ;22/04/2022;22/04/2022;;;;In Progress;2. Atrasado
282;PLANEADO;E2E-57566;33649;COLWSCUENT-334;;https://globaldevtools.bbva.com/jira/browse/COLWSCUENT-334;ALTA MASIVA DE CUENTAS Reportería y Abono  Fase IV;Client Solutions;1.Ventas_Digitales;Vinculación_&_Empleados;Tier 1;;;Sin Dato;Sin dato;Banking Applications System;;;;;;1.Systems_Engineering;2.Proyecto;;3.Otros;;24/01/2022;;;Certificación;Unknown;2022-Q1;Customer Delivery;carlos.barreto;sebastian.martinez.jaramillo;;diegoandres.rodriguez;;;;;;;;;;;;;; tema instalado en producción, pendiente prueba piloto que se esta gestionando desde negocio.;29/04/2022;29/04/2022;;;;In Progress;1. A Tiempo
284;PLANEADO;E2E-153153;39327;COLWSCUENT-338;;https://globaldevtools.bbva.com/jira/browse/COLWSCUENT-338;Subproducto Cuenta Maestra;Client Solutions;;;Tier 1;8.Normativos;;;;;;;;;;1.Systems_Engineering;;1.Software_Aplicativo;1.EMC;2022-Q4;;;;;Unknown;2022-Q4;Customer Delivery;juanantonio.ramirez.buitrago;Nelson Ruiz;;Nelson Ruiz;;;;;;;;;;;;;;rio;;14/04/2022;;;;New;Estado New
286;PLANEADO;E2E-123124;37428;COLWSCUENT-87;;https://globaldevtools.bbva.com/jira/browse/COLWSCUENT-87;IATA  Fines de semana;CIB;5.Productos_CORE;;Tier 3;;;Sin Dato;Media;Banking Applications System;;;;;;1.Systems_Engineering;2.Proyecto;;1.EMC;2022-Q1;;;;;Unknown;2022-Q1;Customer Delivery;sebastian.martinez.jaramillo;sebastian.martinez.jaramillo;;juancamilo.mosquera;;;;;;;;;;;;;;" Continua postproducción
24/02/2022. Tema en despligue productivo durante el día de hoy.
23/02/2022: Tema aprobado para instalación en comité de cambios del día.

	Primer EMC (Mallas Host) se instalò el 17 de Febrero, y el segundo EMC (Workload) se instala el 24 de Febrero 2022



21/02/2022: se instaló la parte host, la parte de workload, se presenta en el comité del 23/02/2022, ya todo venia certificado, pero por temas de VBs que llegan tarde, se movió la fecha de comité. Se estima su Puesta e";24/03/2022;25/03/2022;;;;Deployed;1. A Tiempo
288;PLANEADO;E2E-121797;37408;COLWSCUMPL-1;;https://globaldevtools.bbva.com/jira/browse/COLWSCUMPL-1;Migración Fircotrust;Regulation & Internal Control;7.Otros;;Tier 3;;;Sin Dato;Sin dato;Subsidiary-Corp.Functions-Riesgos-CIB;;;;;RIC;1.Systems_Engineering;2.Proyecto;7.Otros;1.EMC;2022-Q2;;;;;Unknown;2022-Q2;Enabler Delivery;carlos.barreto;alcibiades.rodriguez;;diegofernando.uribe;;;;;;;;;;;;;;"
	Se instaló el día 06/04/2022 a las 19 horas pero se presentaron problemas en el cargue de hits después de la instalación por lo que se realizó roll back.
	Se encuentra en revisión por parte del equipo de Fircosoft MX, soporte local, usuario y del proveedor para saber el porqué se presentó el problema y cómo ajustarlo.

";13/04/2022;13/04/2022;;;;Test;1. A Tiempo
290;PLANEADO;E2E-65857;34651;COLWSCUMPL-3;;https://globaldevtools.bbva.com/jira/browse/COLWSCUMPL-3;Desarrollos GPS Everyware;Regulation & Internal Control;;;Tier 2;;;;;;;;;;;;;;1.EMC;2022-Q2;;;;;Unknown;2022-Q2;Discovery;alcibiades.rodriguez;alcibiades.rodriguez;;diegofernando.uribe;;;;;;;;;;;;;;Se encuentra cerrado el Contrato con GPS y se esta a la espera del Plan de Trabajo por parte de Holding, el mismo se estima ser recibido esta semana ;18/04/2022;18/04/2022;;;;New;Estado New
292;PLANEADO;E2E-121785;37406;COLWSCUMPL-4;;https://globaldevtools.bbva.com/jira/browse/COLWSCUMPL-4;Publicación y ajuste Formulario;Regulation & Internal Control;;;Tier 2;;;;;;;;;;;;;;1.EMC;2022-Q2;;;;;Unknown;2022-Q2;Discovery;carlos.barreto;cesar_gomez;;diegofernando.uribe;;;;;;;;;;;;;;la valoración de lo correspondiente a NACAR. Se puede atender en el Q3;18/04/2022;18/04/2022;;;;New;Estado New
294;PLANEADO;E2E-124997;37483;COLWSDATIO-47;;https://globaldevtools.bbva.com/jira/browse/COLWSDATIO-47;Masterizacion tablas Proceso ALM;Finance;7.Otros;;Tier 3;;5.Otros;Sin Dato;Sin dato;Subsidiary-Corp.Functions-Riesgos-CIB;;;;;;1.Systems_Engineering;2.Proyecto;7.Otros;1.EMC;2022-Q1;;;;;Unknown;2022-Q1;Enabler Delivery;alcibiades.rodriguez;alcibiades.rodriguez;;dianapaola.angel;;;;;;;;;;;;;;"Se tiene impacto de dos semanas:

	1 semana a cargo de la PO del proyecto por visto bueno de Gobierno de Datos.
	1 semana por demora en los desarrollos




04/02/22: Avances sin inconvenientes.
Proyecto no requiere infraestructura, ni perfilado";24/03/2022;25/03/2022;;;;Deployed;2. Atrasado
296;PLANEADO;E2E-124997;37483;COLWSDATIO-48;;https://globaldevtools.bbva.com/jira/browse/COLWSDATIO-48;Funcionamiento_Catalogo_lookup_yield_curve;Finance;7.Otros;;Tier 3;;5.Otros;Sin Dato;Sin dato;Subsidiary-Corp.Functions-Riesgos-CIB;;;;;;1.Systems_Engineering;2.Proyecto;7.Otros;1.EMC;2022-Q1;;;;;Unknown;2022-Q1;Enabler Delivery;alcibiades.rodriguez;alcibiades.rodriguez;;dianapaola.angel;;;;;;;;;;;;;;"Se avanza en la etapa de certificacion.
04/02/22: Avances sin inconvenientes.
Proyecto no requiere infraestructura, ni perfilado";24/03/2022;25/03/2022;;;;Deployed;1. A Tiempo
298;PLANEADO;E2E-16767;27227;COLWSDATIO-52;;https://globaldevtools.bbva.com/jira/browse/COLWSDATIO-52;Desarrollos Power Curve, generación tablon filtro externo;Global Risk Management;7.Otros;;Tier 3;4.Cross_Sell;;Sin Dato;Sin dato;;;;;;Riesgos;10.HoD;2.Proyecto;7.Otros;1.EMC;2022-Q2;1/06/2021;;;Proveedor;Agile;2022-Q2;Customer Delivery;edwin.vargas;andrescamilo.murcia;;sergioalexander.parra;;;;;;;;;;;;;;"
	Se termina construcción de tablón unificado.
	Se empieza la estabilización en entorno work de tablón filtro externo.
	Se empieza construcción de procesamiento Campañas. 
	Se inicia con Hammurabi en procesamiento. 

";22/04/2022;22/04/2022;;;;In Progress;1. A Tiempo
300;PLANEADO;E2E-77636;36048;COLWSDATIO-64;;https://globaldevtools.bbva.com/jira/browse/COLWSDATIO-64;Modelo de gestión de datos (TC Página Blanca);Client Solutions;1.Ventas_Digitales;Consumo_&_Partnerships;Tier 1;10.Plan_Ascenso;;Sin Dato;Sin dato;Retail System;;10.Plan_Ascenso;;;;1.Systems_Engineering;2.Proyecto;;3.Otros;;29/07/2022;;;Capacity;Unknown;2022-Q3;Enabler Delivery;edwin.vargas;henry.bonilla;;geovany.ramirez;;;;;;;;;;;;;; Como avance tuvimos la creación de la UUAA local para los componentes cells y APX propios de Colombia. Se avanzó en la construcción del DFT del servicio ASO y se inició en Jira el flujo de creación global. Se inicia el proceso de ingesta de datos en Datio de la tabla UGDTAPN de Host que contiene la información de no cliente de tarjeta de crédito. Se avanzó en el diseño técnico conforme a los cambios del MSA y se está trabajando en las modificaciones que nos indicó Patricia Gutiérrez. Se logró l;28/04/2022;28/04/2022;;;;In Progress;1. A Tiempo
302;PLANEADO;E2E-125303;37521;COLWSDATIO-65;;https://globaldevtools.bbva.com/jira/browse/COLWSDATIO-65;Modelo Global de Datos T&C;Talent & Culture;;;Tier 3;;;Sin Dato;Sin dato;Subsidiary-Corp.Functions-Riesgos-CIB;;;;;Talento & Cultura;1.Systems_Engineering;2.Proyecto;;3.Otros;;;;;;Unknown;2022-Q2;Customer Delivery;edwin.vargas;marcela.galindo;;marcela.galindo;;;;;;;;;;;;;;"liegue de componentes

13-04-2022 El despliegue viene acorde a lo planeado, ya se tiene desplegado en Producción un paquete de 35 objetos y está en construcción el segundo paquete de 33 objetos.";13/04/2022;22/04/2022;;;;In Progress;1. A Tiempo
304;PLANEADO;E2E-59747;33846;COLWSDATIO-91;;https://globaldevtools.bbva.com/jira/browse/COLWSDATIO-91;Base Contratos IFRS9 Aplicativo Rating Scoring;Engineering;6.Normativos;;Tier 2;17.Otros;1.Normativo;;;;;;;;;;2.Proyecto;1.Software_Aplicativo;1.EMC;2022-Q2;;;;;Unknown;2022-Q2;Enabler Delivery;edwin.vargas;mariapaula.rodriguez.rangel;;mariapaula.rodriguez.rangel;;;;;;;;;;;;;;rio;;17/03/2022;;;;New;Estado New
306;PLANEADO;E2E-120091;37271;COLWSDIALO-5;;https://globaldevtools.bbva.com/jira/browse/COLWSDIALO-5;ISO20022_MENSAJES_SWIFT_DIALOGO;CIB;6.Normativos;;Tier 2;;;Sin Dato;Sin dato;Subsidiary-Corp.Functions-Riesgos-CIB;;;;;;1.Systems_Engineering;2.Proyecto;;3.Otros;;;;;Cliente - Definición;Unknown;2022-Q3;Customer Delivery;ivan.martinez;ana.traslavina;;johnjairo.martinez;;;;;;;;;;;;;;Se continua avanzando con los desarrollos del aplicativo Dialogo para el estándar ISO PACS.009 de acuerdo al plan de trabajo y sin novedad. Se genero el primer mensaje en ambiente de desarrollo y se compartió con José Alfredo (Equipo Swift) para que nos ayude a validar y poder refinar la estructura generada, mientras se dispone de un ambiente previo en Swift para cargar el mensaje. En paralelo estamos avanzando con la valoración para la implementación del nuevo canal de transmisión entre Dialogo;27/04/2022;27/04/2022;;;;In Progress;2. Atrasado
308;PLANEADO;E2E-107385;37100;COLWSFNENG-1;;https://globaldevtools.bbva.com/jira/browse/COLWSFNENG-1;Ascenso-Internalización del IVR;Client Solutions;4.Transformación_de_la_Red;Transformacion_de_la_Red;Tier 3;;;;;Retail System;;;;;;1.Systems_Engineering;2.Proyecto;;3.Otros;;;;;;Unknown;2022-Q4;Customer Delivery;camilo.aguirre;Rafael Antonio Lopesierra;;jimy.catolico;;;;;;;;;;;;;;" Se realizan reuniones con las areas de seguridad y arquitectura con el fin de definir cuáles son las nuevas AAP que se deben crear.
10/03/2022: Se realiza reunión con las áreas de Arquitectura y Seguridad con el fin de resolver dudas sobre el MSA, el HU mapping se encuentra en curso.
03/03/2022: Se realizara refinamiento de las HU propuestas, Se esta realizando la estimación de la cantidad de canales concurrentes que se usaran en genesys; Análisis de servicios que ASO que serán reutilizados, mo";24/03/2022;28/03/2022;;;;New;Estado New
310;PLANEADO;E2E-97681;36510;COLWSFNENG-2;;https://globaldevtools.bbva.com/jira/browse/COLWSFNENG-2;Corresponsal Bancario Su RED;Client Solutions;4.Transformación_de_la_Red;Transformacion_de_la_Red;Tier 1;7.New_Relationship_Model;;Hibrido;Media;Retail System;;;;;;1.Systems_Engineering;2.Proyecto;;3.Otros;;;;;;Unknown;2022-Q2;Customer Delivery;rafael.lopesierra;Rafael Antonio Lopesierra;;jorgeesteban.zuluaga;;;;;;;;;;;;;;" Funcionalidad de Recaudos continúa en certificación. El equipo de seguridad en BBVA inactiva las reglas del SFTP, ya que la ip enviada por el Cb es pública.
11/03/2022: Funcionalidad de recaudo en certificación; se estima desplegar en Producción el 01 Abril. Retiro con OTP 9 de mayo, y depósito 16 de mayo.
04/03/2022: En certificación funcionalidad de recaudo, se actualizan las fechas y se estima terminar la certificación el 25 Marzo y desplegar en Producción el 01 Abril.
25/02/2022: En certifi";25/03/2022;29/04/2022;;;;Test;1. A Tiempo
312;PLANEADO;E2E-53722;33265;COLWSFNENG-3;;https://globaldevtools.bbva.com/jira/browse/COLWSFNENG-3;Gestión Remota - Firma Remota;Client Solutions;4.Transformación_de_la_Red;Transformacion_de_la_Red;Tier 2;;;Hibrido;Baja;Retail System;;;;;;1.Systems_Engineering;2.Proyecto;;3.Otros;;;;;;Unknown;2022-Q2;Enabler Delivery;carlosalberto.barreto;Rafael Antonio Lopesierra;;carlosalbert.perez;;;;;;;;;;;;;;" Se continúan los desarrollos de servicios ASO, APX, HOST, Front PQR y BBVANET
10/03/2022: Se continúan los desarrollos de servicios ASO, APX, HOST, Front PQR y BBVANET. 
03/03/2022: Se realizan cambios en los servicios ASO debido a puntos a resolver que se encontraron en seguimiento con meraki
23/02/2022: Compromisos de desarrollo a tiempo
17/02/2022: Compromisos de desarrollo a tiempo
Gestión Remota - Firma Diferida
24/12/2021: avances del desarrollo en un 20% sin novedad.
17/12/2021: en const";25/03/2022;27/04/2022;;;;In Progress;1. A Tiempo
314;PLANEADO;E2E-134418;38426;COLWSFNFIL-2;;https://globaldevtools.bbva.com/jira/browse/COLWSFNFIL-2;Legales y normativos;Client Solutions;6.Normativos;;Tier 1;;;;;Subsidiary-Corp.Functions-Riesgos-CIB;;;;;;4.System_Fiduciaria;2.Proyecto;;3.Otros;;;;;;Unknown;2022-Q2;Customer Delivery;juan.orozco;juan.orozco;;ricardo.botero;;;;;;;;;;;;;;rio;;28/03/2022;;;;Analysing;1. A Tiempo
